BRAND,DNLA,SKU_NO,SEQNUM,FEATURE_NAME,FEATURE_DESCRIPTION,FEATURES_RAW,LINE_TYPE
Vello,N,743059,4,,Spring-tensioned adjustment allows one-handed use,Spring-tensioned adjustment allows one-handed use,DETAIL
Vello,N,743059,5,,Durable extruded aluminum alloy construction with discreet anodized finish,Durable extruded aluminum alloy construction with discreet anodized finish,DETAIL
Vello,N,743059,6,,"Attaches quickly and easily to flash brackets, tripods, light stands, super-clamps, etc","Attaches quickly and easily to flash brackets, tripods, light stands, super-clamps, etc",DETAIL
Vello,N,743061,1,,"Standard 1/4""-20 mounting thread","Standard 1/4""-20 mounting thread",DETAIL
Vello,N,743061,2,,Accepts a variety of shoe-mounted accessories,Accepts a variety of shoe-mounted accessories,DETAIL
Vello,N,743061,3,,Spring-tensioned adjustment allows one-handed use,Spring-tensioned adjustment allows one-handed use,DETAIL
Vello,N,743061,4,,Durable extruded aluminum alloy construction with discreet anodized finish,Durable extruded aluminum alloy construction with discreet anodized finish,DETAIL
Vello,N,743061,5,,"Attaches quickly and easily to flash brackets, tripods, light stands, super-clamps, etc","Attaches quickly and easily to flash brackets, tripods, light stands, super-clamps, etc",DETAIL
Vello,N,743071,1,,Replacement foam handle covering for Vello CB-100 and Stroboframe Quick Flip 350 brackets,Replacement foam handle covering for Vello CB-100 and Stroboframe Quick Flip 350 brackets,DETAIL
Vello,N,743075,1,,For attaching camera to tripod or accessories to a DSLR rig system,For attaching camera to tripod or accessories to a DSLR rig system,DETAIL
Vello,N,743378,1,,Features durable all-metal construction,Features durable all-metal construction,DETAIL
Vello,N,743382,1,,Features durable all-metal construction,Features durable all-metal construction,DETAIL
Vello,N,747112,1,,"Fits most compact cameras and camcorders with a standard 1/4""-20 mount","Fits most compact cameras and camcorders with a standard 1/4""-20 mount",DETAIL
Vello,N,747112,2,,"Perfect for skiing, snowboarding, skateboarding, auto racing, motocross racing, BMX/FMX and boating","Perfect for skiing, snowboarding, skateboarding, auto racing, motocross racing, BMX/FMX and boating",DETAIL
Vello,N,747112,3,,Cushioned handle alleviates physical stress during lengthy filming,Cushioned handle alleviates physical stress during lengthy filming,DETAIL
Vello,N,747112,4,,Comfortable finger grooves for maximum grip,Comfortable finger grooves for maximum grip,DETAIL
Vello,N,747112,5,,"Removable shoe mount securely holds video lights, flashes or microphones","Removable shoe mount securely holds video lights, flashes or microphones",DETAIL
Vello,N,747112,6,,Shock-proof padded handle,Shock-proof padded handle,DETAIL
Vello,N,747112,7,,"Stable, multi-position mounting platform","Stable, multi-position mounting platform",DETAIL
Vello,N,747112,8,,Non-slip rubber rails,Non-slip rubber rails,DETAIL
Vello,N,749295,1,,"Fits most shoe mount flash units, and is held in place with built-in elastic band","Fits most shoe mount flash units, and is held in place with built-in elastic band",DETAIL
Vello,N,749295,2,,Creates soft diffused light with soft shadows,Creates soft diffused light with soft shadows,DETAIL
Vello,N,749295,3,,You can use it with the flash in the vertical or horizontal position,You can use it with the flash in the vertical or horizontal position,DETAIL
Vello,N,749295,4,,Folds flat to conveniently fit in your gear bag,Folds flat to conveniently fit in your gear bag,DETAIL
Vello,N,749296,1,,"Fits most shoe mount flash units, held in place with built-in elastic band","Fits most shoe mount flash units, held in place with built-in elastic band",DETAIL
Vello,N,749296,2,,Silver interior lining that increases contrast,Silver interior lining that increases contrast,DETAIL
Vello,N,749296,3,,Creates soft diffused light with soft shadows,Creates soft diffused light with soft shadows,DETAIL
Vello,N,749296,4,,Use without the diffuser front for a bare bulb effect,Use without the diffuser front for a bare bulb effect,DETAIL
Vello,N,749296,5,,Folds flat to conveniently fit in your gear bag,Folds flat to conveniently fit in your gear bag,DETAIL
Vello,N,749351,1,Made from Optical Acrylic,"Made of optical acrylic, Vello LCD Screen Protectors will protect your LCD screen from scratches, dirt, sweat, and oily fingerprints. Blocks UV light while allowing visible light transmission","Made of optical acrylic, Vello LCD Screen Protectors will protect your LCD screen from scratches, dirt, sweat, and oily fingerprints. Blocks UV light while allowing visible light transmission",DETAIL
Vello,N,749351,2,Easy to Install,The screen mounts quickly and easily to your camera's LCD screen via its adhesive backing. Once it is properly aligned it is smoothed down with a clean cloth and you are ready to go.,The screen mounts quickly and easily to your camera's LCD screen via its adhesive backing. Once it is properly aligned it is smoothed down with a clean cloth and you are ready to go.,DETAIL
Vello,N,749352,1,Made from Optical Acrylic,"Made of optical acrylic, Vello LCD Screen Protectors will protect your LCD screen from scratches, dirt, sweat, and oily fingerprints. Blocks UV light while allowing visible light transmission","Made of optical acrylic, Vello LCD Screen Protectors will protect your LCD screen from scratches, dirt, sweat, and oily fingerprints. Blocks UV light while allowing visible light transmission",DETAIL
Vello,N,749352,2,Easy to Install,The screen mounts quickly and easily to your camera's LCD screen via its adhesive backing. Once it is properly aligned it is smoothed down with a clean cloth and you are ready to go.,The screen mounts quickly and easily to your camera's LCD screen via its adhesive backing. Once it is properly aligned it is smoothed down with a clean cloth and you are ready to go.,DETAIL
Vello,N,749353,1,Made from Optical Acrylic,"Made of optical acrylic, Vello LCD Screen Protectors will protect your LCD screen from scratches, dirt, sweat, and oily fingerprints. Blocks UV light while allowing visible light transmission","Made of optical acrylic, Vello LCD Screen Protectors will protect your LCD screen from scratches, dirt, sweat, and oily fingerprints. Blocks UV light while allowing visible light transmission",DETAIL
Vello,N,749353,2,Easy to Install,The screen mounts quickly and easily to your camera's LCD screen via its adhesive backing. Once it is properly aligned it is smoothed down with a clean cloth and you are ready to go.,The screen mounts quickly and easily to your camera's LCD screen via its adhesive backing. Once it is properly aligned it is smoothed down with a clean cloth and you are ready to go.,DETAIL
Vello,N,749357,1,,"Soft, even, diffused light from your shoe-mount flash","Soft, even, diffused light from your shoe-mount flash",DETAIL
Vello,N,749357,2,,Ultra-wide angle of coverage,Ultra-wide angle of coverage,DETAIL
Vello,N,749357,3,,Attaches instantly without touch tabs,Attaches instantly without touch tabs,DETAIL
Vello,N,749357,4,,Lightweight and compact,Lightweight and compact,DETAIL
Vello,N,749417,1,,"Soft, even, diffused light from your shoe-mount flash","Soft, even, diffused light from your shoe-mount flash",DETAIL
Vello,N,749417,2,,Ultra-wide angle of coverage,Ultra-wide angle of coverage,DETAIL
Vello,N,749417,3,,Attaches instantly without touch tabs,Attaches instantly without touch tabs,DETAIL
Vello,N,749417,4,,Lightweight and compact,Lightweight and compact,DETAIL
Vello,N,749459,1,,"Soft, even, diffused light from your shoe-mount flash","Soft, even, diffused light from your shoe-mount flash",DETAIL
